full_date,date,weekday,time,mood,activities,note
2019-09-10,10 September,Tuesday,1:00 pm,good,"Dessert | ate out | Meal | Thảo | groceries | walk",""
2019-09-09,9 September,Monday,10:00 pm,good,"ate in | Meal | friends | Thảo | family | walk",""
2019-09-09,9 September,Monday,6:00 pm,good,"Thảo | groceries | walk",""
2019-09-09,9 September,Monday,1:10 pm,good,"ate in | Meal | Thảo | family | walk | flight",""
2019-09-08,8 September,Sunday,11:30 pm,good,"Meal | Thảo | flight",""
2019-09-08,8 September,Sunday,6:09 pm,good,"friends",""
2019-09-08,8 September,Sunday,1:51 pm,good,"ate out | Meal | friends | cleaning",""
2019-09-07,7 September,Saturday,10:00 pm,grand,"ate out | Meal | friends | drinking",""
2019-09-07,7 September,Saturday,7:24 pm,great,"ate out | Meal | friends | drinking | sport",""
2019-09-07,7 September,Saturday,3:32 pm,good,"Dessert | ate out | Meal | friends | hungover | sport",""
2019-09-06,6 September,Friday,10:00 pm,great,"friends | drinking",""
2019-09-06,6 September,Friday,6:02 pm,good,"Dessert | ate out | Meal | gaming | cleaning",""
2019-09-06,6 September,Friday,1:04 pm,good,"ate out | Meal | friends | commute | cleaning",""
2019-09-05,5 September,Thursday,10:00 pm,good,"ate out | Meal | friends | drinking | sport",""
2019-09-05,5 September,Thursday,6:16 pm,good,"ate out | Meal | acid | commute | walk",""
2019-09-05,5 September,Thursday,1:10 pm,great,"acid",""
2019-09-04,4 September,Wednesday,10:00 pm,grand,"ate out | Meal | friends | gaming",""
2019-09-04,4 September,Wednesday,6:31 pm,good,"browsing | commute | cleaning",""
2019-09-04,4 September,Wednesday,1:11 pm,great,"ate out | Meal | commute | Workout",""
2019-09-03,3 September,Tuesday,10:00 pm,good,"friends | drinking | sport",""
2019-09-03,3 September,Tuesday,7:35 pm,good,"Dessert | ate out | Meal | friends | groceries",""
2019-09-03,3 September,Tuesday,1:01 pm,good,"Dessert | ate out | Meal | friends | gaming | browsing",""
2019-09-02,2 September,Monday,10:00 pm,good,"Dessert | ate out | Meal | friends | gaming",""
2019-09-02,2 September,Monday,6:30 pm,good,"friends | browsing | cleaning",""
2019-09-02,2 September,Monday,1:54 pm,good,"ate out | Meal | hungover",""
2019-09-01,1 September,Sunday,10:00 pm,good,"friends | drinking",""
2019-09-01,1 September,Sunday,6:59 pm,good,"ate in | Meal | guitar | TV | cleaning",""
2019-09-01,1 September,Sunday,1:31 pm,good,"friends | hungover",""
2019-08-31,31 August,Saturday,10:00 pm,good,"friends | drinking | went out",""
2019-08-31,31 August,Saturday,6:13 pm,great,"friends | drinking | sport",""
2019-08-31,31 August,Saturday,2:07 pm,good,"Dessert | ate out | Meal | friends",""
2019-08-30,30 August,Friday,10:00 pm,good,"Dessert | ate out | Meal | wanking | friends | browsing",""
2019-08-30,30 August,Friday,6:33 pm,good,"guitar | strangers | browsing",""
2019-08-30,30 August,Friday,3:12 pm,good,"ate out | Meal | wanking | friends | Workout",""
2019-08-29,29 August,Thursday,10:00 pm,good,"Dessert | ate out | Meal | friends | strangers | browsing | commute",""
2019-08-29,29 August,Thursday,6:09 pm,good,"ate out | Meal | commute | groceries",""
2019-08-29,29 August,Thursday,1:03 pm,good,"ate out | Meal | browsing",""
2019-08-28,28 August,Wednesday,10:00 pm,good,"ate in | Meal | friends | TV",""
2019-08-28,28 August,Wednesday,6:01 pm,good,"wanking | browsing | cleaning",""
2019-08-28,28 August,Wednesday,2:19 pm,good,"ate out | Meal | wanking | friends | cleaning",""
2019-08-27,27 August,Tuesday,10:00 pm,good,"friends | browsing | drinking | sport",""
2019-08-27,27 August,Tuesday,6:49 pm,good,"ate in | Meal | TV | commute | groceries",""
2019-08-27,27 August,Tuesday,1:46 pm,good,"wanking | Thảo | browsing",""
2019-08-26,26 August,Monday,10:00 pm,great,"Dessert | ate out | Meal | friends",""
2019-08-26,26 August,Monday,6:03 pm,good,"cleaning",""
2019-08-26,26 August,Monday,2:23 pm,good,"ate out | Meal | wanking | friends | browsing | commute | groceries | sick",""
2019-08-25,25 August,Sunday,10:37 pm,good,"Dessert | ate out | Meal | friends",""
2019-08-25,25 August,Sunday,7:27 pm,grand,"ate in | Meal | friends | TV | hungover",""
2019-08-25,25 August,Sunday,2:06 pm,bad,"hungover",""
2019-08-24,24 August,Saturday,10:00 pm,great,"friends | drinking",""
2019-08-24,24 August,Saturday,7:21 pm,good,"ate out | Meal | friends | drinking",""
2019-08-24,24 August,Saturday,4:41 pm,good,"Dessert | ate out | Meal | wanking | friends | drinking | sport",""
2019-08-23,23 August,Friday,10:00 pm,good,"Dessert | ate out | Meal | friends | browsing | drinking",""
2019-08-23,23 August,Friday,6:00 pm,good,"ate out | Meal | friends | commute | sick | sport",""
2019-08-23,23 August,Friday,1:03 pm,grand,"wanking | strangers | Workout",""
2019-08-22,22 August,Thursday,10:00 pm,grand,"Dessert | ate out | Meal | family | drinking",""
2019-08-22,22 August,Thursday,6:25 pm,grand,"ate in | Meal | TV",""
2019-08-22,22 August,Thursday,1:21 pm,grand,"ate out | Meal | Thảo | sick | holiday | flight",""
2019-08-21,21 August,Wednesday,10:00 pm,good,"ate out | Meal | Thảo | walk | holiday",""
2019-08-21,21 August,Wednesday,6:05 pm,good,"gaming | holiday",""
2019-08-21,21 August,Wednesday,1:50 pm,good,"Dessert | ate in | Meal | Thảo | TV | holiday",""
2019-08-20,20 August,Tuesday,10:00 pm,good,"Dessert | ate in | Meal | Thảo | reading | gaming | holiday",""
2019-08-20,20 August,Tuesday,8:36 pm,good,"Dessert | ate in | Meal | Thảo | gaming | groceries | walk | holiday",""
2019-08-20,20 August,Tuesday,1:51 pm,good,"ate in | Meal | Thảo | TV | Workout | holiday",""
2019-08-19,19 August,Monday,10:00 pm,good,"Dessert | ate in | Meal | sex | Thảo | TV | holiday",""
2019-08-19,19 August,Monday,7:09 pm,good,"ate out | Meal | Thảo | TV | sick | holiday",""
2019-08-19,19 August,Monday,1:26 pm,grand,"Thảo | gaming | holiday",""
2019-08-18,18 August,Sunday,10:00 pm,grand,"Dessert | ate out | Meal | Thảo | gaming | drinking | sick | walk | holiday",""
2019-08-18,18 August,Sunday,6:05 pm,good,"Dessert | ate in | Meal | Thảo | walk | holiday",""
2019-08-18,18 August,Sunday,1:01 pm,good,"Thảo | gaming | holiday",""
2019-08-17,17 August,Saturday,10:00 pm,great,"ate out | Meal | sex | Thảo | TV | walk | holiday",""
2019-08-17,17 August,Saturday,6:07 pm,good,"Dessert | ate in | Meal | Thảo | walk | holiday | museum",""
2019-08-17,17 August,Saturday,1:00 pm,good,"Thảo | reading | Workout | holiday",""
2019-08-16,16 August,Friday,10:00 pm,good,"Dessert | ate out | Meal | friends | Thảo | TV | holiday",""
2019-08-16,16 August,Friday,6:16 pm,good,"ate out | Meal | family | holiday",""
2019-08-16,16 August,Friday,1:29 pm,good,"Thảo | reading | cleaning | holiday",""
2019-08-15,15 August,Thursday,11:52 pm,good,"Dessert | Thảo | TV | holiday",""
2019-08-15,15 August,Thursday,6:41 pm,good,"Dessert | ate in | Meal | sex | Thảo | TV | holiday",""
2019-08-15,15 August,Thursday,1:16 pm,good,"Dessert | sex | Thảo | Workout | holiday",""
2019-08-14,14 August,Wednesday,10:00 pm,good,"Dessert | ate out | Meal | Thảo | TV | karaoke | holiday",""
2019-08-14,14 August,Wednesday,8:08 pm,good,"Dessert | ate in | Meal | sex | Thảo | TV | holiday",""
2019-08-14,14 August,Wednesday,2:01 pm,good,"Thảo | gaming | holiday",""
2019-08-13,13 August,Tuesday,10:39 pm,good,"Dessert | ate out | Meal | Thảo | walk | holiday",""
2019-08-13,13 August,Tuesday,8:18 pm,good,"Thảo | holiday",""
2019-08-13,13 August,Tuesday,4:53 pm,good,"ate out | Meal | Thảo | strangers | sport | Extreme | holiday",""
2019-08-12,12 August,Monday,10:00 pm,good,"ate out | Meal | Thảo | TV | walk | holiday",""
2019-08-12,12 August,Monday,6:24 pm,good,"Dessert | ate out | Meal | Thảo | walk | holiday",""
2019-08-12,12 August,Monday,1:27 pm,good,"ate in | Meal | Thảo | TV | reading | holiday",""
2019-08-11,11 August,Sunday,10:00 pm,good,"Dessert | ate in | Meal | Thảo | TV | gaming | holiday",""
2019-08-11,11 August,Sunday,6:13 pm,good,"ate out | Meal | reading | walk | holiday",""
2019-08-11,11 August,Sunday,1:01 pm,good,"Thảo | holiday",""
2019-08-10,10 August,Saturday,10:00 pm,good,"ate out | Meal | Thảo | walk | holiday",""
2019-08-10,10 August,Saturday,8:09 pm,good,"sex | Thảo | TV | reading | holiday",""
2019-08-10,10 August,Saturday,1:32 pm,good,"ate out | Meal | Thảo | reading",""
2019-08-09,9 August,Friday,10:00 pm,great,"Dessert | ate out | Meal | sex | Thảo | walk",""
2019-08-09,9 August,Friday,6:00 pm,good,"ate out | Meal | Thảo | gaming | holiday",""
2019-08-09,9 August,Friday,1:00 pm,good,"Thảo | Workout | holiday",""
2019-08-08,8 August,Thursday,10:00 pm,good,"Dessert | ate out | Meal | Thảo | walk | holiday",""
2019-08-08,8 August,Thursday,6:04 pm,good,"sex | Thảo | holiday",""
2019-08-08,8 August,Thursday,2:18 pm,good,"Thảo | holiday",""
2019-08-07,7 August,Wednesday,10:00 pm,good,"gaming | holiday",""
2019-08-07,7 August,Wednesday,6:35 pm,good,"Dessert | ate out | Meal | gaming | holiday",""
2019-08-07,7 August,Wednesday,1:02 pm,grand,"ate out | Meal | holiday",""
2019-08-06,6 August,Tuesday,10:05 pm,grand,"ate out | Meal | reading | holiday",""
2019-08-06,6 August,Tuesday,6:00 pm,good,"ate out | Meal | reading | holiday",""
2019-08-06,6 August,Tuesday,1:00 pm,grand,"ate out | Meal | holiday",""
2019-08-05,5 August,Monday,10:00 pm,good,"ate out | Meal | Thảo | walk | holiday",""
2019-08-05,5 August,Monday,6:01 pm,good,"strangers | holiday",""
2019-08-05,5 August,Monday,1:44 pm,good,"ate out | Meal | strangers | holiday",""
2019-08-04,4 August,Sunday,10:16 pm,good,"ate out | Meal | strangers | drinking | holiday",""
2019-08-04,4 August,Sunday,6:35 pm,good,"ate out | Meal | strangers | drinking | sport | holiday",""
2019-08-04,4 August,Sunday,2:14 pm,good,"ate out | Meal | strangers | sport | holiday",""
2019-08-03,3 August,Saturday,10:18 pm,good,"Dessert | strangers | gaming | sport | holiday",""
2019-08-03,3 August,Saturday,7:27 pm,good,"Dessert | ate out | Meal | strangers | sport | holiday",""
2019-08-03,3 August,Saturday,1:05 pm,good,"ate out | Meal | reading | sport | holiday",""
2019-08-02,2 August,Friday,10:00 pm,grand,"ate out | Meal | reading | gaming | walk | holiday",""
2019-08-02,2 August,Friday,6:00 pm,great,"ate out | Meal | strangers | sport | holiday",""
2019-08-02,2 August,Friday,1:05 pm,great,"ate out | Meal | strangers | sport | holiday",""
2019-08-01,1 August,Thursday,10:07 pm,good,"Dessert | ate out | Meal | Thảo | family | strangers | gaming | holiday",""
2019-08-01,1 August,Thursday,6:06 pm,great,"ate out | Meal | strangers | reading | sport | holiday",""
2019-08-01,1 August,Thursday,2:12 pm,good,"ate out | Meal | strangers | sport | holiday",""
2019-07-31,31 July,Wednesday,8:49 pm,good,"ate out | Meal | strangers | drinking | holiday",""
2019-07-31,31 July,Wednesday,5:47 pm,good,"strangers | drinking | sport | holiday",""
2019-07-31,31 July,Wednesday,2:02 pm,good,"Dessert | ate out | Meal | strangers | reading | sport | holiday",""
2019-07-30,30 July,Tuesday,10:00 pm,good,"ate out | Meal | strangers | reading | walk | holiday",""
2019-07-30,30 July,Tuesday,6:38 pm,good,"Dessert | ate out | Meal | TV | gaming | holiday",""
2019-07-30,30 July,Tuesday,1:08 pm,good,"ate out | Meal | reading | holiday",""
2019-07-29,29 July,Monday,10:45 pm,good,"Dessert | ate in | Meal | strangers | TV | reading | holiday",""
2019-07-29,29 July,Monday,5:12 pm,good,"Dessert | ate in | Meal | TV | reading | holiday",""
2019-07-29,29 July,Monday,1:01 pm,good,"ate out | Meal | holiday",""
2019-07-28,28 July,Sunday,10:53 pm,good,"ate out | Meal | friends",""
2019-07-28,28 July,Sunday,6:25 pm,good,"ate out | Meal | reading | commute",""
2019-07-28,28 July,Sunday,2:05 pm,good,"ate out | Meal | wanking | reading",""
2019-07-27,27 July,Saturday,10:00 pm,grand,"ate out | Meal | friends | drinking | went out",""
2019-07-27,27 July,Saturday,6:04 pm,good,"Dessert | ate out | Meal | guitar | friends | reading | hungover",""
2019-07-27,27 July,Saturday,1:00 pm,good,"wanking | TV | hungover",""
2019-07-26,26 July,Friday,10:00 pm,good,"friends | TV | drinking",""
2019-07-26,26 July,Friday,6:43 pm,good,"friends | drinking",""
2019-07-26,26 July,Friday,1:04 pm,good,"ate out | Meal | friends | commute",""
2019-07-25,25 July,Thursday,10:00 pm,good,"friends | drinking | sport",""
2019-07-25,25 July,Thursday,6:40 pm,great,"ate out | Meal | reading | commute",""
2019-07-25,25 July,Thursday,1:32 pm,good,"ate out | Meal | friends | commute | sport",""
2019-07-24,24 July,Wednesday,11:45 pm,good,"ate in | Meal | friends | TV",""
2019-07-24,24 July,Wednesday,7:02 pm,great,"ate in | Meal | Thảo | commute",""
2019-07-24,24 July,Wednesday,1:19 pm,good,"Dessert | ate out | Meal | friends | commute",""
2019-07-23,23 July,Tuesday,10:00 pm,good,"ate out | Meal | friends | gaming | sport",""
2019-07-23,23 July,Tuesday,6:02 pm,good,"ate in | Meal | gaming | browsing | commute",""
2019-07-23,23 July,Tuesday,1:03 pm,good,"ate out | Meal | friends",""
2019-07-22,22 July,Monday,10:00 pm,good,"ate in | Meal | friends | TV | gaming",""
2019-07-22,22 July,Monday,8:27 pm,good,"ate out | Meal | editing | browsing",""
2019-07-22,22 July,Monday,1:58 pm,good,"strangers | hungover | walk",""
2019-07-21,21 July,Sunday,10:00 pm,good,"ate out | ate in | Meal | friends | drinking | weed",""
2019-07-21,21 July,Sunday,6:36 pm,good,"Dessert | ate out | Meal | friends | drinking | weed",""
2019-07-21,21 July,Sunday,1:40 pm,good,"browsing | hungover",""
2019-07-20,20 July,Saturday,11:55 pm,good,"ate out | Meal | friends | drinking | weed | MD | walk",""
2019-07-20,20 July,Saturday,6:06 pm,good,"Dessert | ate out | Meal | friends | gaming | drinking | sport",""
2019-07-20,20 July,Saturday,1:58 pm,good,"wanking | friends | gaming | hungover",""
2019-07-19,19 July,Friday,10:00 pm,good,"Dessert | ate out | Meal | friends | gaming | drinking | went out",""
2019-07-19,19 July,Friday,6:15 pm,good,"Dessert | ate in | Meal | TV | gaming",""
2019-07-19,19 July,Friday,2:34 pm,good,"ate in | Meal | wanking | TV | hungover",""
2019-07-18,18 July,Thursday,10:00 pm,great,"ate in | Meal | friends | drinking | weed | sport",""
2019-07-18,18 July,Thursday,7:25 pm,good,"ate out | Meal | friends | teaching",""
2019-07-18,18 July,Thursday,2:00 pm,good,"Dessert | ate out | Meal | wanking | friends | commute | teaching",""
2019-07-17,17 July,Wednesday,10:48 pm,good,"Dessert | gaming | browsing | cleaning",""
2019-07-17,17 July,Wednesday,7:13 pm,good,"ate in | Meal | friends | TV | gaming | commute | teaching",""
2019-07-17,17 July,Wednesday,2:24 pm,good,"ate out | Meal | commute | teaching",""
2019-07-16,16 July,Tuesday,11:55 pm,good,"Dessert | friends | sport",""
2019-07-16,16 July,Tuesday,6:28 pm,good,"ate in | Meal | gaming | commute | teaching",""
2019-07-16,16 July,Tuesday,1:43 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-07-15,15 July,Monday,10:25 pm,good,"Dessert | ate in | Meal | friends | TV | gaming",""
2019-07-15,15 July,Monday,6:27 pm,good,"Dessert | wanking | photography | gaming",""
2019-07-15,15 July,Monday,1:44 pm,great,"ate out | Meal | Thảo | gaming",""
2019-07-14,14 July,Sunday,11:11 pm,good,"Dessert | friends | reading | gaming",""
2019-07-14,14 July,Sunday,6:29 pm,good,"ate out | Meal | guitar | TV | reading | walk",""
2019-07-14,14 July,Sunday,1:01 pm,great,"wanking | TV | acid | walk",""
2019-07-13,13 July,Saturday,10:28 pm,good,"ate out | Meal | friends",""
2019-07-13,13 July,Saturday,6:16 pm,good,"ate out | Meal | friends | sport",""
2019-07-13,13 July,Saturday,1:04 pm,good,"wanking | friends | gaming | cleaning",""
2019-07-12,12 July,Friday,11:10 pm,good,"ate in | Meal | TV",""
2019-07-12,12 July,Friday,6:01 pm,good,"friends | gaming | commute",""
2019-07-12,12 July,Friday,1:27 pm,good,"ate out | Meal | friends",""
2019-07-11,11 July,Thursday,11:45 pm,good,"friends | gaming | went out | sport",""
2019-07-11,11 July,Thursday,6:01 pm,good,"ate in | Meal | gaming | commute | teaching",""
2019-07-11,11 July,Thursday,1:00 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-07-10,10 July,Wednesday,11:45 pm,good,"Dessert | friends | drinking | walk",""
2019-07-10,10 July,Wednesday,6:04 pm,good,"ate in | Meal | TV | teaching",""
2019-07-10,10 July,Wednesday,2:29 pm,good,"Dessert | ate out | Meal | friends | commute | teaching",""
2019-07-09,9 July,Tuesday,10:00 pm,good,"friends | sport",""
2019-07-09,9 July,Tuesday,6:20 pm,good,"ate in | Meal | friends | commute",""
2019-07-09,9 July,Tuesday,1:21 pm,good,"ate out | Meal | teaching | sick",""
2019-07-08,8 July,Monday,10:48 pm,good,"ate in | Meal | Thảo | family | browsing",""
2019-07-08,8 July,Monday,6:31 pm,good,"wanking | browsing | Medical",""
2019-07-08,8 July,Monday,1:00 pm,good,"groceries | massage | walk | holiday",""
2019-07-07,7 July,Sunday,10:56 pm,good,"Dessert | ate out | Meal | gaming | browsing | holiday",""
2019-07-07,7 July,Sunday,6:08 pm,good,"Extreme | holiday",""
2019-07-07,7 July,Sunday,1:10 pm,good,"ate out | Meal | strangers | Extreme | holiday",""
2019-07-06,6 July,Saturday,11:16 pm,good,"Dessert | ate out | Meal | walk | holiday",""
2019-07-06,6 July,Saturday,6:00 pm,good,"sport | holiday",""
2019-07-06,6 July,Saturday,6:00 pm,great,"ate out | Meal | sport | holiday",""
2019-07-05,5 July,Friday,11:29 pm,good,"Dessert | ate out | Meal | strangers | walk | holiday",""
2019-07-05,5 July,Friday,6:14 pm,good,"ate out | Meal | holiday",""
2019-07-05,5 July,Friday,1:01 pm,good,"ate out | Meal | commute",""
2019-07-04,4 July,Thursday,10:00 pm,good,"friends | gaming | browsing",""
2019-07-04,4 July,Thursday,6:01 pm,good,"ate in | Meal | wanking | gaming | teaching",""
2019-07-04,4 July,Thursday,1:55 pm,good,"ate out | Meal | Thảo | commute | teaching",""
2019-07-03,3 July,Wednesday,10:55 pm,good,"Dessert | ate in | Meal | friends | gaming",""
2019-07-03,3 July,Wednesday,6:47 pm,good,"ate in | Meal | gaming | commute | teaching",""
2019-07-03,3 July,Wednesday,1:14 pm,good,"ate out | Meal | commute | teaching",""
2019-07-02,2 July,Tuesday,10:51 pm,good,"ate in | Meal | gaming",""
2019-07-02,2 July,Tuesday,6:44 pm,good,"ate in | Meal | mental task",""
2019-07-02,2 July,Tuesday,1:48 pm,good,"ate in | Meal | commute | teaching",""
2019-07-01,1 July,Monday,10:27 pm,good,"ate in | Meal | journal | strangers | TV",""
2019-07-01,1 July,Monday,6:20 pm,good,"Dessert | ate out | Meal | strangers | walk | holiday",""
2019-07-01,1 July,Monday,1:03 pm,good,"ate out | Meal | wanking | walk | holiday",""
2019-06-30,30 June,Sunday,11:38 pm,good,"Dessert | ate out | Meal | wanking | holiday",""
2019-06-30,30 June,Sunday,7:19 pm,good,"ate out | Meal | photography | animals | walk | holiday",""
2019-06-30,30 June,Sunday,1:00 pm,good,"ate out | Meal | animals | walk | holiday",""
2019-06-29,29 June,Saturday,10:00 pm,good,"ate out | Meal | reading | holiday",""
2019-06-29,29 June,Saturday,6:24 pm,good,"sport | holiday",""
2019-06-29,29 June,Saturday,1:03 pm,good,"ate out | Meal | wanking | reading | holiday",""
2019-06-28,28 June,Friday,10:00 pm,good,"wanking | gaming | walk | holiday",""
2019-06-28,28 June,Friday,6:10 pm,good,"ate out | Meal | reading | gaming | holiday",""
2019-06-28,28 June,Friday,1:03 pm,good,"ate out | Meal | gaming | holiday",""
2019-06-27,27 June,Thursday,11:28 pm,good,"friends | sport",""
2019-06-27,27 June,Thursday,7:32 pm,good,"ate in | Meal | editing | TV | browsing",""
2019-06-27,27 June,Thursday,1:08 pm,good,"ate out | Meal | teaching",""
2019-06-26,26 June,Wednesday,11:02 pm,good,"ate out | Meal | friends",""
2019-06-26,26 June,Wednesday,6:11 pm,good,"ate in | Meal | Thảo | teaching",""
2019-06-26,26 June,Wednesday,1:57 pm,good,"ate out | Meal | commute | teaching",""
2019-06-25,25 June,Tuesday,11:05 pm,good,"ate in | Meal | friends | TV | gaming",""
2019-06-25,25 June,Tuesday,6:53 pm,good,"ate out | Meal | gaming",""
2019-06-25,25 June,Tuesday,2:09 pm,great,"browsing | teaching",""
2019-06-24,24 June,Monday,10:30 pm,grand,"ate out | Meal | friends | gaming",""
2019-06-24,24 June,Monday,6:19 pm,good,"ate out | Meal | friends",""
2019-06-24,24 June,Monday,1:00 pm,good,"wanking",""
2019-06-23,23 June,Sunday,11:57 pm,good,"ate out | Meal | friends | gaming",""
2019-06-23,23 June,Sunday,6:00 pm,good,"ate out | Meal | friends",""
2019-06-23,23 June,Sunday,1:38 pm,grand,"wanking",""
2019-06-22,22 June,Saturday,10:00 pm,good,"friends | drinking",""
2019-06-22,22 June,Saturday,7:59 pm,good,"Dessert | ate out | Meal | friends",""
2019-06-22,22 June,Saturday,1:27 pm,good,"Thảo",""
2019-06-21,21 June,Friday,11:59 pm,grand,"friends | family | drinking",""
2019-06-21,21 June,Friday,6:19 pm,good,"ate out | Meal | friends | family",""
2019-06-21,21 June,Friday,1:00 pm,grand,"sick | Medical",""
2019-06-20,20 June,Thursday,10:00 pm,grand,"ate out | Meal | family | drinking | karaoke | sick",""
2019-06-20,20 June,Thursday,6:57 pm,good,"ate out | Meal | Thảo | family | gaming",""
2019-06-20,20 June,Thursday,1:34 pm,good,"wanking | browsing",""
2019-06-19,19 June,Wednesday,10:00 pm,good,"guitar | friends | family | gaming | drinking",""
2019-06-19,19 June,Wednesday,6:38 pm,good,"Dessert | ate in | Meal | guitar | gaming",""
2019-06-19,19 June,Wednesday,1:07 pm,good,"wanking | gaming",""
2019-06-18,18 June,Tuesday,10:00 pm,good,"friends | gaming | drinking",""
2019-06-18,18 June,Tuesday,8:13 pm,good,"ate out | Meal | gaming",""
2019-06-18,18 June,Tuesday,1:00 pm,good,"wanking | browsing | mental task",""
2019-06-17,17 June,Monday,11:43 pm,good,"ate out | Meal | wanking | friends | family | drinking",""
2019-06-17,17 June,Monday,6:11 pm,good,"family | reading | relax | holiday",""
2019-06-17,17 June,Monday,1:41 pm,good,"ate out | Meal | family | sport | holiday",""
2019-06-16,16 June,Sunday,11:47 pm,good,"ate out | Meal | family | holiday",""
2019-06-16,16 June,Sunday,7:11 pm,good,"ate out | Meal | family | holiday",""
2019-06-16,16 June,Sunday,1:10 pm,good,"family | holiday",""
2019-06-15,15 June,Saturday,10:46 pm,grand,"ate out | Meal | family | massage | holiday",""
2019-06-15,15 June,Saturday,6:00 pm,good,"ate out | Meal | family | relax | holiday",""
2019-06-15,15 June,Saturday,1:46 pm,good,"ate out | Meal | family | holiday",""
2019-06-14,14 June,Friday,10:00 pm,good,"Dessert | ate out | Meal | family | holiday",""
2019-06-14,14 June,Friday,6:02 pm,good,"family | holiday",""
2019-06-14,14 June,Friday,1:04 pm,good,"ate out | Meal | family | holiday",""
2019-06-13,13 June,Thursday,10:00 pm,good,"ate out | Meal | family | drinking | holiday",""
2019-06-13,13 June,Thursday,6:29 pm,good,"ate out | Meal | family | Medical | holiday",""
2019-06-13,13 June,Thursday,1:37 pm,good,"ate out | Meal | family | holiday",""
2019-06-12,12 June,Wednesday,8:59 pm,good,"ate out | Meal | family | holiday",""
2019-06-12,12 June,Wednesday,6:08 pm,good,"family | holiday",""
2019-06-12,12 June,Wednesday,1:46 pm,good,"ate out | Meal | family | holiday",""
2019-06-11,11 June,Tuesday,10:00 pm,good,"ate out | Meal | family | holiday",""
2019-06-11,11 June,Tuesday,6:03 pm,good,"family | sport | walk | holiday",""
2019-06-11,11 June,Tuesday,1:10 pm,good,"ate out | Meal | family | holiday",""
2019-06-10,10 June,Monday,11:05 pm,good,"ate out | Meal | Thảo | family | drinking | relax | walk",""
2019-06-10,10 June,Monday,6:48 pm,good,"family | holiday",""
2019-06-10,10 June,Monday,1:02 pm,good,"ate out | Meal | family | holiday",""
2019-06-09,9 June,Sunday,10:00 pm,good,"friends | family | drinking",""
2019-06-09,9 June,Sunday,6:09 pm,good,"family | reading | gaming | holiday",""
2019-06-09,9 June,Sunday,1:49 pm,good,"ate out | Meal | family | walk | holiday",""
2019-06-08,8 June,Saturday,10:00 pm,good,"family | drinking",""
2019-06-08,8 June,Saturday,6:00 pm,good,"ate out | Meal | guitar | reading | holiday",""
2019-06-08,8 June,Saturday,1:17 pm,good,"ate out | Meal | friends | browsing",""
2019-06-07,7 June,Friday,10:00 pm,good,"ate out | Meal | friends | drinking",""
2019-06-07,7 June,Friday,6:56 pm,good,"friends | gaming | mental task",""
2019-06-07,7 June,Friday,2:20 pm,good,"ate out | Meal | wanking | friends | commute",""
2019-06-06,6 June,Thursday,10:00 pm,good,"guitar | friends | drinking | sport",""
2019-06-06,6 June,Thursday,6:08 pm,good,"ate in | Meal | friends | mental task",""
2019-06-06,6 June,Thursday,1:27 pm,good,"wanking | gaming | browsing",""
2019-06-05,5 June,Wednesday,10:00 pm,grand,"friends | TV | gaming",""
2019-06-05,5 June,Wednesday,7:16 pm,good,"ate in | Meal | TV",""
2019-06-05,5 June,Wednesday,1:00 pm,good,"friends | commute | sick",""
2019-06-04,4 June,Tuesday,10:00 pm,good,"journal | wanking | friends | drinking",""
2019-06-04,4 June,Tuesday,6:46 pm,good,"Dessert | ate in | Meal | gaming",""
2019-06-04,4 June,Tuesday,1:20 pm,good,"wanking",""
2019-06-03,3 June,Monday,10:47 pm,good,"Dessert | ate out | Meal | friends | gaming",""
2019-06-03,3 June,Monday,6:05 pm,good,"commute | Medical",""
2019-06-03,3 June,Monday,2:02 pm,good,"ate out | Meal | Thảo | holiday",""
2019-06-02,2 June,Sunday,10:00 pm,great,"Dessert | ate out | Meal | sex | Thảo",""
2019-06-02,2 June,Sunday,7:34 pm,good,"Thảo",""
2019-06-02,2 June,Sunday,3:33 pm,good,"Dessert | ate out | Meal | friends | Thảo",""
2019-06-01,1 June,Saturday,10:00 pm,good,"ate out | Meal | sex | Thảo | TV",""
2019-06-01,1 June,Saturday,6:03 pm,good,"ate out | Meal | Thảo | walk",""
2019-06-01,1 June,Saturday,1:09 pm,good,"Thảo",""
2019-05-31,31 May,Friday,10:00 pm,good,"Thảo | TV | drinking",""
2019-05-31,31 May,Friday,7:48 pm,good,"sex | Thảo | TV | gaming",""
2019-05-31,31 May,Friday,2:34 pm,good,"ate out | Meal | Thảo",""
2019-05-30,30 May,Thursday,10:36 pm,grand,"sex | Thảo | gaming",""
2019-05-30,30 May,Thursday,6:35 pm,good,"gaming",""
2019-05-30,30 May,Thursday,2:58 pm,good,"ate out | Meal | gaming",""
2019-05-29,29 May,Wednesday,11:36 pm,good,"ate in | Meal | sex | Thảo",""
2019-05-29,29 May,Wednesday,7:21 pm,good,"ate out | Meal | Thảo | gaming",""
2019-05-29,29 May,Wednesday,3:09 pm,good,"Dessert | ate out | Meal | Thảo | mental task",""
2019-05-28,28 May,Tuesday,10:02 pm,bad,"Thảo | gaming",""
2019-05-28,28 May,Tuesday,6:57 pm,good,"ate out | Meal | gaming",""
